,0
203,"[[ 0.000000e+00  0.000000e+00  9.731343e+00 ... -6.698767e+00
  -2.143102e-01 -4.005424e+00]
 [ 1.000000e+00  1.000000e-02  7.953690e+00 ... -9.082335e+00
  -1.420297e+00 -4.091682e+00]
 [ 2.000000e+00  2.000000e-02  6.649830e+00 ... -7.088953e+00
  -1.682299e+00 -3.681252e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.380811e+00 ...  3.413047e+00
   2.108139e+00 -9.678787e+00]
 [ 9.400000e+01  9.400000e-01 -2.144899e-01 ...  5.177380e+00
   3.707851e+00 -1.129568e+01]
 [ 9.500000e+01  9.500000e-01 -1.017693e+00 ...  3.018355e+00
   3.060036e+00 -1.190542e+01]]"
204,"[[ 0.000000e+00  0.000000e+00 -5.304403e+00 ...  4.218852e+00
  -1.940583e+00 -1.801306e+01]
 [ 1.000000e+00  1.000000e-02 -5.203881e+00 ...  5.660131e+00
  -3.491516e+00 -1.858630e+01]
 [ 2.000000e+00  2.000000e-02 -5.454697e+00 ...  5.153080e+00
  -1.494816e+00 -1.942750e+01]
 ...
 [ 9.300000e+01  9.300000e-01  1.010049e+01 ... -7.551236e+00
  -2.864927e+00  7.388580e+00]
 [ 9.400000e+01  9.400000e-01  9.125184e+00 ... -6.266790e+00
  -9.428759e-01  8.231163e+00]
 [ 9.500000e+01  9.500000e-01  8.389964e+00 ... -8.054448e+00
   1.843972e+00  9.194748e+00]]"
205,"[[ 0.000000e+00  0.000000e+00  8.571542e+00 ... -1.816514e+00
   2.930902e+00 -1.471265e+01]
 [ 1.000000e+00  1.000000e-02  1.112660e+01 ... -6.563910e+00
  -1.031607e+00 -9.128609e+00]
 [ 2.000000e+00  2.000000e-02  1.210973e+01 ... -4.893167e+00
  -1.732874e-02 -4.739685e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.730410e+01 ...  2.869565e+00
   1.082603e+00  6.181107e-01]
 [ 9.400000e+01  9.400000e-01 -1.762996e+01 ...  5.230882e+00
  -1.651216e-01  5.413742e-01]
 [ 9.500000e+01  9.500000e-01 -1.927707e+01 ...  8.791217e+00
  -1.050282e+00  2.267838e-01]]"
206,"[[ 0.000000e+00  0.000000e+00  3.066379e+00 ... -6.271904e-01
   6.194069e+00 -7.522774e+00]
 [ 1.000000e+00  1.000000e-02  5.032884e+00 ...  1.402751e+00
   2.478584e+00 -4.922577e+00]
 [ 2.000000e+00  2.000000e-02  6.383084e+00 ... -2.201439e-01
   2.067968e+00 -3.249428e+00]
 ...
 [ 9.300000e+01  9.300000e-01  7.693977e-01 ... -1.484717e+01
  -1.515757e+00  9.320679e-01]
 [ 9.400000e+01  9.400000e-01  5.263267e-01 ... -1.365425e+01
  -2.366458e+00  8.220901e-01]
 [ 9.500000e+01  9.500000e-01  7.851214e-01 ... -1.301346e+01
  -1.581237e+00  9.599838e-01]]"
207,"[[ 0.000000e+00  0.000000e+00 -2.607608e+00 ... -4.684327e+00
   3.806122e+00 -9.562988e-01]
 [ 1.000000e+00  1.000000e-02 -8.871770e-02 ... -2.926721e+00
   6.416639e+00  2.144318e-01]
 [ 2.000000e+00  2.000000e-02 -8.639956e-01 ...  2.254256e+00
   8.067014e+00  2.481567e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.049196e+00 ... -3.277838e+00
   1.691287e+00  1.795135e+00]
 [ 9.400000e+01  9.400000e-01 -3.338004e+00 ... -5.062491e-01
   4.455707e+00  1.286636e+00]
 [ 9.500000e+01  9.500000e-01 -2.844914e+00 ...  6.417859e-01
   4.711495e+00  9.111252e-01]]"
208,"[[ 0.000000e+00  0.000000e+00  2.213807e+01 ... -2.242969e+00
  -3.647351e-01  3.520454e+00]
 [ 1.000000e+00  1.000000e-02  1.673098e+01 ... -4.525153e+00
  -8.081799e-01  6.704033e+00]
 [ 2.000000e+00  2.000000e-02  1.212491e+01 ... -5.552993e+00
  -1.022848e+00  9.051918e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.237092e+01 ... -8.552517e+00
   9.565590e+00  4.670677e+00]
 [ 9.400000e+01  9.400000e-01  1.312711e+01 ... -8.377017e+00
   1.029831e+01  3.850243e+00]
 [ 9.500000e+01  9.500000e-01  1.539239e+01 ... -5.763173e+00
   1.099076e+01  2.447540e+00]]"
209,"[[ 0.000000e+00  0.000000e+00 -3.948435e+00 ...  6.471752e+00
   1.340512e+01 -7.932381e+00]
 [ 1.000000e+00  1.000000e-02 -7.220533e+00 ...  8.725231e+00
   1.483700e+01 -8.862259e+00]
 [ 2.000000e+00  2.000000e-02 -4.043086e+00 ...  7.804767e+00
   9.422556e+00 -8.439873e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.568935e+00 ...  2.018671e+00
   4.908705e-01 -2.710800e-01]
 [ 9.400000e+01  9.400000e-01  4.793615e+00 ...  4.316926e+00
   2.478749e+00 -9.623413e-01]
 [ 9.500000e+01  9.500000e-01  4.899103e+00 ...  2.738645e+00
  -8.563266e-01 -1.570419e+00]]"
210,"[[ 0.000000e+00  0.000000e+00 -5.121640e+00 ...  1.484606e+01
   5.797232e-01  3.837051e+00]
 [ 1.000000e+00  1.000000e-02 -6.592456e+00 ...  1.655400e+01
  -2.162838e+00  3.967361e+00]
 [ 2.000000e+00  2.000000e-02 -6.803876e+00 ...  1.788600e+01
  -1.757380e+00  4.495575e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -3.812009e+00 ...  2.895468e+00
  -5.785057e-02 -8.176231e+00]
 [ 9.400000e+01  9.400000e-01 -4.354961e+00 ...  2.323916e+00
  -1.693101e+00 -8.229950e+00]
 [ 9.500000e+01  9.500000e-01 -3.928604e+00 ...  1.649798e-01
  -1.820143e+00 -9.255669e+00]]"
211,"[[ 0.000000e+00  0.000000e+00 -4.270701e+00 ... -3.435892e+00
   1.376996e+00  1.466377e+00]
 [ 1.000000e+00  1.000000e-02 -2.153785e+00 ... -4.552096e+00
  -2.304116e+00  2.706039e+00]
 [ 2.000000e+00  2.000000e-02 -1.399746e+00 ... -8.814681e-01
  -4.694635e+00  3.848175e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.829269e+00 ... -6.823328e-01
  -5.265779e+00 -5.501945e+00]
 [ 9.400000e+01  9.400000e-01  7.624948e+00 ... -2.946226e+00
  -2.110106e+00 -6.519951e+00]
 [ 9.500000e+01  9.500000e-01  7.310563e+00 ... -1.576290e+00
  -2.464904e+00 -7.745270e+00]]"
212,"[[ 0.000000e+00  0.000000e+00  2.045913e+00 ...  1.935834e+00
  -3.327449e+00 -3.210205e+00]
 [ 1.000000e+00  1.000000e-02  2.986821e+00 ...  3.020078e+00
  -2.424233e+00 -1.707512e+00]
 [ 2.000000e+00  2.000000e-02  5.249527e+00 ...  2.751719e+00
  -1.729579e+00 -1.152802e-02]
 ...
 [ 9.300000e+01  9.300000e-01  3.729990e+00 ... -3.825997e+00
  -7.854745e+00 -1.973785e+00]
 [ 9.400000e+01  9.400000e-01  3.210871e+00 ... -1.359138e+00
  -6.123079e+00 -1.540688e+00]
 [ 9.500000e+01  9.500000e-01  2.683149e+00 ... -7.200599e-01
  -6.308735e+00 -4.514542e-01]]"
213,"[[ 0.000000e+00  0.000000e+00  7.233326e+00 ... -5.899638e+00
  -3.425223e+00 -1.342950e+01]
 [ 1.000000e+00  1.000000e-02  5.684506e+00 ... -6.271530e+00
  -4.920135e+00 -1.343355e+01]
 [ 2.000000e+00  2.000000e-02  5.080106e+00 ... -6.983142e+00
  -4.074317e+00 -1.382146e+01]
 ...
 [ 9.300000e+01  9.300000e-01  1.241462e+01 ... -1.234811e+01
  -4.411556e+00  6.715660e+00]
 [ 9.400000e+01  9.400000e-01  1.433955e+01 ... -1.113151e+01
  -5.577596e+00  4.296165e+00]
 [ 9.500000e+01  9.500000e-01  1.538205e+01 ... -8.960525e+00
  -3.069635e+00 -1.227036e-01]]"
214,"[[ 0.000000e+00  0.000000e+00  6.869892e+00 ... -1.896669e+00
  -5.952247e+00 -8.273712e+00]
 [ 1.000000e+00  1.000000e-02  6.363056e+00 ... -3.714061e-01
  -6.314717e+00 -1.037843e+01]
 [ 2.000000e+00  2.000000e-02  6.912341e+00 ... -4.272366e-01
  -6.957668e+00 -1.200121e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -5.001220e+00 ...  8.228460e+00
  -7.847889e+00  8.876198e+00]
 [ 9.400000e+01  9.400000e-01 -3.234438e+00 ...  8.563089e+00
  -6.094253e+00  8.222343e+00]
 [ 9.500000e+01  9.500000e-01  7.259369e-03 ...  5.900683e+00
  -6.746087e+00  7.872002e+00]]"
215,"[[ 0.000000e+00  0.000000e+00  4.679471e+00 ... -3.073298e+00
  -2.956664e+00  2.484894e-02]
 [ 1.000000e+00  1.000000e-02  5.891238e+00 ... -8.350924e+00
  -2.239471e+00 -6.433945e-01]
 [ 2.000000e+00  2.000000e-02  5.031733e+00 ... -1.104482e+01
  -4.937229e-01 -7.491379e-01]
 ...
 [ 9.300000e+01  9.300000e-01  2.124949e+00 ...  4.386596e+00
  -6.224330e+00  3.025772e+00]
 [ 9.400000e+01  9.400000e-01 -9.185123e-01 ...  5.155464e+00
  -5.110297e+00  2.956459e+00]
 [ 9.500000e+01  9.500000e-01  5.402327e-01 ...  2.410640e+00
  -4.013375e+00  3.947517e+00]]"
216,"[[ 0.000000e+00  0.000000e+00  3.865378e+00 ...  5.541687e-01
   6.979882e+00  8.461624e+00]
 [ 1.000000e+00  1.000000e-02  4.090284e+00 ...  1.223955e+00
   7.327139e+00  7.560623e+00]
 [ 2.000000e+00  2.000000e-02  4.398325e+00 ...  6.908811e-01
   5.868059e+00  6.963448e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -7.844415e+00 ... -1.799305e-01
  -4.948835e-01 -1.211136e+00]
 [ 9.400000e+01  9.400000e-01 -7.452249e+00 ...  1.662509e+00
  -3.448291e-01 -2.318954e+00]
 [ 9.500000e+01  9.500000e-01 -4.187880e+00 ...  4.108883e+00
  -2.157427e+00 -1.179642e+00]]"
217,"[[ 0.000000e+00  0.000000e+00  5.966698e+00 ... -4.432648e+00
  -4.577782e+00  6.277557e+00]
 [ 1.000000e+00  1.000000e-02  5.609382e+00 ... -4.301445e+00
  -5.894950e+00  6.032455e+00]
 [ 2.000000e+00  2.000000e-02  5.660453e+00 ... -2.853254e+00
  -7.172193e+00  4.983192e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.073191e+00 ... -2.258895e+00
   6.318598e+00  8.590569e+00]
 [ 9.400000e+01  9.400000e-01  9.449234e-01 ... -1.451947e+00
   5.109662e+00  8.677544e+00]
 [ 9.500000e+01  9.500000e-01  1.559727e+00 ... -1.009312e+00
   4.943791e+00  8.663963e+00]]"
218,"[[ 0.000000e+00  0.000000e+00 -5.201421e-01 ... -2.423545e+00
  -3.846951e-01  7.222626e+00]
 [ 1.000000e+00  1.000000e-02  4.617605e-01 ... -1.457027e+00
  -6.122160e-02  5.298515e+00]
 [ 2.000000e+00  2.000000e-02  3.106850e+00 ...  1.747401e-01
   6.655772e-01  1.349739e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.927727e+00 ...  1.860361e+00
   3.002729e+00 -8.771667e+00]
 [ 9.400000e+01  9.400000e-01  4.270723e+00 ...  9.951375e-01
   2.877387e+00 -8.624573e+00]
 [ 9.500000e+01  9.500000e-01  4.382996e+00 ... -2.392463e+00
   5.337229e+00 -9.097511e+00]]"
219,"[[ 0.000000e+00  0.000000e+00 -9.640422e+00 ...  4.344569e+00
  -4.112873e+00  2.243423e-01]
 [ 1.000000e+00  1.000000e-02 -8.514865e+00 ...  1.501705e+00
  -4.200867e+00  1.611282e+00]
 [ 2.000000e+00  2.000000e-02 -8.332675e+00 ... -1.876587e+00
  -4.280682e+00  1.183167e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -5.187547e+00 ...  6.011610e+00
   2.110818e+00  3.430153e+00]
 [ 9.400000e+01  9.400000e-01 -4.110378e+00 ...  6.015496e+00
   3.937383e+00  3.757561e+00]
 [ 9.500000e+01  9.500000e-01 -3.343548e+00 ...  4.772104e+00
   3.551760e+00  3.032021e+00]]"
220,"[[ 0.000000e+00  0.000000e+00 -2.095090e+01 ...  2.177477e+00
   3.745642e-01 -1.005298e+01]
 [ 1.000000e+00  1.000000e-02 -2.408211e+01 ...  5.916785e+00
   1.321590e+00 -7.189011e+00]
 [ 2.000000e+00  2.000000e-02 -2.725403e+01 ...  8.641833e+00
   2.276008e+00 -6.371269e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.263850e+00 ... -6.721149e+00
  -3.687547e+00  4.712471e+00]
 [ 9.400000e+01  9.400000e-01  8.165964e+00 ... -3.744293e+00
  -3.541872e+00  4.629196e+00]
 [ 9.500000e+01  9.500000e-01  7.646528e+00 ... -1.901050e+00
  -2.071664e+00  4.382828e+00]]"
221,"[[ 0.000000e+00  0.000000e+00 -2.450206e+00 ...  1.314264e+01
  -1.043167e+00 -2.021817e+01]
 [ 1.000000e+00  1.000000e-02  5.763225e+00 ...  1.011143e+01
  -4.550611e+00 -1.566301e+01]
 [ 2.000000e+00  2.000000e-02  1.189942e+01 ...  7.175127e+00
  -4.335793e+00 -1.068616e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.544981e-01 ...  7.866284e+00
  -4.028050e+00  3.788261e+00]
 [ 9.400000e+01  9.400000e-01  3.115406e-01 ...  7.687515e+00
  -2.186225e+00  3.021690e+00]
 [ 9.500000e+01  9.500000e-01  9.454861e-01 ...  7.954686e+00
  -1.765771e+00  1.930092e+00]]"
222,"[[ 0.000000e+00  0.000000e+00 -1.376049e+01 ... -6.640827e+00
  -7.711719e-01 -8.038940e-01]
 [ 1.000000e+00  1.000000e-02 -1.362561e+01 ... -6.691446e+00
   5.531495e-01 -1.720703e+00]
 [ 2.000000e+00  2.000000e-02 -1.299681e+01 ... -4.017462e+00
  -5.188795e-01 -1.882172e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.088328e+01 ... -1.553105e+01
  -8.752732e+00  7.871620e+00]
 [ 9.400000e+01  9.400000e-01 -1.221740e+01 ... -1.631647e+01
  -1.032756e+01  7.977348e+00]
 [ 9.500000e+01  9.500000e-01 -1.084219e+01 ... -1.371824e+01
  -1.083376e+01  7.821434e+00]]"
223,"[[ 0.000000e+00  0.000000e+00  6.281738e-01 ...  1.056358e+01
   5.120986e+00 -6.698540e+00]
 [ 1.000000e+00  1.000000e-02  1.451662e+00 ...  1.259909e+01
   6.526468e+00 -1.044705e+01]
 [ 2.000000e+00  2.000000e-02  1.304069e+00 ...  1.197694e+01
   8.624733e+00 -1.049718e+01]
 ...
 [ 9.300000e+01  9.300000e-01  4.432970e+00 ... -1.207685e+00
  -6.323964e+00  2.926773e+00]
 [ 9.400000e+01  9.400000e-01  4.975196e+00 ... -5.130396e-01
  -6.006254e+00  2.508202e+00]
 [ 9.500000e+01  9.500000e-01  5.517864e+00 ...  9.800882e-01
  -4.965010e+00  1.638054e+00]]"
224,"[[ 0.000000e+00  0.000000e+00  5.527510e+00 ... -4.746588e+00
   9.230325e+00 -5.569412e+00]
 [ 1.000000e+00  1.000000e-02  5.147229e+00 ... -2.773197e+00
   6.522945e+00 -1.922058e+00]
 [ 2.000000e+00  2.000000e-02  3.229606e+00 ... -1.386180e+00
   2.190292e+00 -2.775955e-01]
 ...
 [ 9.300000e+01  9.300000e-01  7.204402e+00 ...  5.549412e+00
  -4.016052e+00 -1.434830e+00]
 [ 9.400000e+01  9.400000e-01  5.823486e+00 ...  5.832725e+00
  -6.023474e+00  3.033066e-01]
 [ 9.500000e+01  9.500000e-01  4.105857e+00 ...  3.942873e+00
  -5.314861e+00  1.591988e+00]]"
225,"[[ 0.000000e+00  0.000000e+00 -4.750685e+00 ...  2.105236e+00
  -9.527237e-01 -2.404550e+01]
 [ 1.000000e+00  1.000000e-02 -4.100043e+00 ... -7.870765e-01
   3.475289e+00 -2.565797e+01]
 [ 2.000000e+00  2.000000e-02  4.062115e+00 ... -3.626935e+00
  -2.185080e-01 -1.665365e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.257740e+00 ...  1.606472e+00
   2.185831e+00  4.342133e+00]
 [ 9.400000e+01  9.400000e-01 -2.451793e+00 ...  5.162287e-02
  -7.409317e-01  5.251701e+00]
 [ 9.500000e+01  9.500000e-01 -4.703872e+00 ...  9.096966e-01
  -4.856967e+00  5.987617e+00]]"
226,"[[ 0.000000e+00  0.000000e+00 -1.833300e+01 ...  1.329999e+01
   1.322223e+00 -1.567165e+01]
 [ 1.000000e+00  1.000000e-02 -1.778185e+01 ...  1.198787e+01
   1.726517e+00 -1.523209e+01]
 [ 2.000000e+00  2.000000e-02 -1.127112e+01 ...  5.850024e+00
  -2.317427e+00 -1.268360e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -2.018359e+01 ...  2.128243e+00
   1.819764e+00 -5.284805e-01]
 [ 9.400000e+01  9.400000e-01 -1.764258e+01 ...  6.998875e-01
   7.654267e-01  4.752960e-01]
 [ 9.500000e+01  9.500000e-01 -1.444456e+01 ...  3.118429e+00
   5.401294e-01  1.405182e+00]]"
227,"[[ 0.000000e+00  0.000000e+00 -5.975393e+00 ... -1.706078e+01
  -8.767294e+00  4.931198e+00]
 [ 1.000000e+00  1.000000e-02 -4.448777e+00 ... -1.334038e+01
  -7.677032e+00  3.305748e+00]
 [ 2.000000e+00  2.000000e-02 -8.600969e-01 ... -6.062500e+00
  -7.895768e+00 -1.374512e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -5.545330e+00 ...  3.259200e+00
  -2.375312e+00 -3.443588e+00]
 [ 9.400000e+01  9.400000e-01 -5.870569e+00 ...  5.356019e+00
  -2.437909e+00 -3.424423e+00]
 [ 9.500000e+01  9.500000e-01 -6.183777e+00 ...  1.659978e+00
  -5.073367e+00 -3.953827e+00]]"
228,"[[ 0.000000e+00  0.000000e+00  5.550775e+00 ...  6.831517e+00
  -2.287041e+00 -1.368828e+00]
 [ 1.000000e+00  1.000000e-02  5.647326e+00 ...  3.752713e+00
  -3.254986e-01 -1.304855e-01]
 [ 2.000000e+00  2.000000e-02  5.302751e+00 ... -1.239597e+00
   1.344837e+00  8.361435e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.971179e+00 ...  4.907826e+00
  -6.105501e+00  3.084930e+00]
 [ 9.400000e+01  9.400000e-01 -4.937898e+00 ...  1.092939e-01
  -1.022037e+01  2.313599e+00]
 [ 9.500000e+01  9.500000e-01 -7.114766e+00 ... -1.988528e+00
  -1.055504e+01  1.897072e+00]]"
229,"[[ 0.000000e+00  0.000000e+00  4.841585e-01 ...  1.615987e+00
   2.781162e+00  2.192863e+00]
 [ 1.000000e+00  1.000000e-02  2.419596e-01 ...  3.769619e+00
   3.715046e+00  1.987274e+00]
 [ 2.000000e+00  2.000000e-02  6.885872e-01 ...  4.280757e+00
   2.683716e+00  1.528381e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.954347e+00 ... -1.439123e+00
  -4.943668e+00  6.011086e+00]
 [ 9.400000e+01  9.400000e-01  4.361815e+00 ... -1.199268e+00
  -4.376460e+00  5.904320e+00]
 [ 9.500000e+01  9.500000e-01  3.605581e+00 ...  2.188241e-01
  -3.473669e+00  5.887024e+00]]"
230,"[[ 0.000000e+00  0.000000e+00  1.257088e+00 ... -3.920213e+00
   1.908293e+00 -2.797325e+00]
 [ 1.000000e+00  1.000000e-02  1.639967e+00 ... -6.398155e+00
   3.538942e-01  3.170090e-01]
 [ 2.000000e+00  2.000000e-02  3.315557e+00 ... -8.661631e+00
   6.286645e-01  2.364922e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.063103e+00 ...  2.152461e+00
  -9.177199e+00 -7.660469e+00]
 [ 9.400000e+01  9.400000e-01 -3.061292e+00 ...  3.677746e+00
  -8.411146e+00 -8.027885e+00]
 [ 9.500000e+01  9.500000e-01 -7.993248e+00 ...  5.293303e+00
  -3.955354e+00 -5.628860e+00]]"
231,"[[ 0.000000e+00  0.000000e+00 -7.556493e+00 ...  6.864072e+00
  -2.716764e+00  2.500816e+00]
 [ 1.000000e+00  1.000000e-02 -3.505883e+00 ...  9.612496e+00
   2.613454e-01  3.293457e-01]
 [ 2.000000e+00  2.000000e-02  8.262920e-02 ...  9.986042e+00
  -2.013975e-01 -1.854294e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.894956e+00 ...  3.064288e+00
  -4.798351e+00 -6.438911e+00]
 [ 9.400000e+01  9.400000e-01  9.559994e-01 ...  5.733313e+00
  -3.553713e+00 -7.471977e+00]
 [ 9.500000e+01  9.500000e-01 -5.605249e-01 ...  3.044340e+00
  -5.342697e+00 -7.984116e+00]]"
232,"[[ 0.000000e+00  0.000000e+00  1.336042e+01 ...  1.191453e+00
   7.053886e-01 -8.235054e+00]
 [ 1.000000e+00  1.000000e-02  1.125625e+01 ... -1.534130e+00
  -1.739038e+00 -2.711136e+00]
 [ 2.000000e+00  2.000000e-02  1.170837e+01 ... -1.630858e+00
  -1.725481e+00  7.130356e-01]
 ...
 [ 9.300000e+01  9.300000e-01  6.625089e+00 ...  1.806247e+00
   3.220142e+00  2.937523e+00]
 [ 9.400000e+01  9.400000e-01  6.452105e+00 ...  2.388277e+00
   5.806394e+00  4.342262e+00]
 [ 9.500000e+01  9.500000e-01  6.511544e+00 ...  1.223919e+00
   7.290751e+00  3.133316e+00]]"
233,"[[ 0.000000e+00  0.000000e+00 -7.577577e+00 ...  8.559163e+00
   9.491064e+00 -1.277269e+01]
 [ 1.000000e+00  1.000000e-02 -8.590684e+00 ...  5.331723e+00
   5.861836e+00 -1.138638e+01]
 [ 2.000000e+00  2.000000e-02 -9.671341e+00 ...  3.838376e+00
   6.085450e+00 -9.181709e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -3.327276e+00 ...  1.985227e+00
   1.092653e+01  3.230186e+00]
 [ 9.400000e+01  9.400000e-01 -2.798146e+00 ...  3.655066e+00
   1.050773e+01  3.556946e+00]
 [ 9.500000e+01  9.500000e-01 -3.226416e+00 ...  2.297545e+00
   8.368906e+00  2.733749e+00]]"
234,"[[ 0.000000e+00  0.000000e+00  1.120056e+01 ...  8.259460e+00
  -2.632472e+00 -1.186741e+01]
 [ 1.000000e+00  1.000000e-02  8.854073e+00 ...  8.694707e+00
   2.606436e+00 -8.841484e+00]
 [ 2.000000e+00  2.000000e-02  8.236644e+00 ...  9.893211e+00
   9.067283e+00 -6.037933e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.344556e+01 ...  1.704975e+00
  -1.947095e+00 -1.315428e+01]
 [ 9.400000e+01  9.400000e-01 -1.396988e+01 ...  3.191449e+00
  -7.101768e-01 -1.348714e+01]
 [ 9.500000e+01  9.500000e-01 -1.421105e+01 ...  2.025522e+00
  -2.015324e+00 -1.326599e+01]]"
235,"[[ 0.000000e+00  0.000000e+00 -1.569489e+00 ...  1.225814e+01
   2.463958e+00  1.898941e+00]
 [ 1.000000e+00  1.000000e-02 -1.498608e+00 ...  1.464817e+01
   5.862736e+00  2.040955e+00]
 [ 2.000000e+00  2.000000e-02 -1.317406e+00 ...  1.192719e+01
   5.397664e+00  8.992157e-01]
 ...
 [ 9.300000e+01  9.300000e-01  1.191278e+00 ...  3.085111e+00
   5.614499e+00  9.546989e+00]
 [ 9.400000e+01  9.400000e-01  7.969522e-01 ...  2.660931e+00
   9.495533e+00  1.159230e+01]
 [ 9.500000e+01  9.500000e-01 -1.434516e+00 ...  2.459589e+00
   1.270630e+01  1.196243e+01]]"
236,"[[ 0.000000e+00  0.000000e+00  1.016001e+01 ... -6.639997e+00
  -1.415465e+00 -1.338967e+01]
 [ 1.000000e+00  1.000000e-02  1.381487e+01 ... -1.465922e+00
  -1.405743e+00 -1.228036e+01]
 [ 2.000000e+00  2.000000e-02  9.148927e+00 ... -9.958901e-01
   1.735934e+00 -7.896774e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.364124e+00 ... -2.775721e+00
  -5.407434e-01 -1.170883e+01]
 [ 9.400000e+01  9.400000e-01  6.926765e+00 ... -2.498664e+00
   5.156137e-01 -1.410708e+01]
 [ 9.500000e+01  9.500000e-01  6.316957e+00 ... -4.428363e-01
   1.237823e+00 -1.650783e+01]]"
237,"[[ 0.000000e+00  0.000000e+00 -8.500355e+00 ...  5.127306e-01
   4.064342e+00 -2.053552e+01]
 [ 1.000000e+00  1.000000e-02 -8.814453e+00 ...  1.303272e+00
   4.366115e+00 -1.802978e+01]
 [ 2.000000e+00  2.000000e-02 -8.859348e+00 ...  1.291606e+00
   3.501007e+00 -1.650013e+01]
 ...
 [ 9.300000e+01  9.300000e-01  3.125422e+00 ... -4.109272e+00
  -1.375733e+00  1.027534e+00]
 [ 9.400000e+01  9.400000e-01  5.018604e+00 ... -3.963601e+00
   1.433845e+00 -1.570488e+00]
 [ 9.500000e+01  9.500000e-01  6.044751e+00 ... -8.165729e-01
   5.593846e-01 -4.168541e+00]]"
238,"[[ 0.000000e+00  0.000000e+00  9.042994e+00 ...  2.512314e+00
   2.155192e+00 -7.003708e-01]
 [ 1.000000e+00  1.000000e-02  5.766814e+00 ...  1.750736e+00
   3.144459e+00  3.708450e+00]
 [ 2.000000e+00  2.000000e-02  2.883940e+00 ...  4.781632e-01
   4.301163e+00  6.301506e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.671222e+00 ...  1.593804e+00
   4.408107e+00 -3.563156e-01]
 [ 9.400000e+01  9.400000e-01 -6.136731e+00 ...  8.719811e-01
   4.501445e+00 -1.201683e+00]
 [ 9.500000e+01  9.500000e-01 -7.054366e+00 ...  1.970303e+00
   5.772642e+00 -1.996780e+00]]"
239,"[[ 0.000000e+00  0.000000e+00  4.887366e-01 ...  1.222207e+01
   4.052242e+00  5.866440e+00]
 [ 1.000000e+00  1.000000e-02 -8.436642e-01 ...  1.322051e+01
   4.770617e+00  5.663635e+00]
 [ 2.000000e+00  2.000000e-02 -2.886476e+00 ...  9.530599e+00
   3.357047e+00  4.939835e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.754716e+00 ... -2.443379e+00
  -1.583266e+00  4.105682e+00]
 [ 9.400000e+01  9.400000e-01 -1.169682e-01 ... -3.835555e+00
  -9.232266e-01  2.728981e+00]
 [ 9.500000e+01  9.500000e-01  2.577713e+00 ... -6.168559e+00
  -1.652470e+00  8.006592e-01]]"
240,"[[ 0.000000e+00  0.000000e+00 -2.430704e+01 ...  1.327448e+01
  -6.285145e-01 -8.911713e+00]
 [ 1.000000e+00  1.000000e-02 -2.406793e+01 ...  1.115005e+01
   1.426196e+00 -7.900352e+00]
 [ 2.000000e+00  2.000000e-02 -2.207962e+01 ...  5.593084e+00
  -7.477510e-01 -5.246323e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.996504e-01 ...  1.384175e+00
  -2.558706e-01  1.641014e+00]
 [ 9.400000e+01  9.400000e-01 -7.421126e-01 ... -3.505337e+00
  -5.190430e-01  6.633072e-01]
 [ 9.500000e+01  9.500000e-01 -1.302354e+00 ... -6.448872e+00
   4.350793e-01 -2.104645e-01]]"
